Id,Rank,RankInten,RankOldAndNew,MovieCd,MovieNm,OpenDt,SalesAmt,SalesShare,SalesInten,SalesChange,SalesAcc,AudiCnt,AudiInten,AudiChange,AudiAcc,ScrnCnt,ShowCnt
2605,5,0,NEW,20080850,"공포분자",2020-09-17,7129100,1.3,7129100,100,13557100,1082,1082,100,1971,51,67
2606,6,-2,OLD,20202204,"더 렌탈 : 소리없는 감시자",2020-09-16,7565970,1.4,-14128470,-65.1,29260410,1061,-1920,-64.4,4042,172,231
2607,7,0,NEW,20205001,"도망친 여자",2020-09-17,8376180,1.5,8376180,100,9699180,1034,1034,100,1181,137,190
2608,8,0,NEW,20206259,"위 섬온 더 다크니스",2020-09-17,4846000,0.9,4846000,100,4846000,959,959,100,959,49,50
2609,9,0,NEW,20202103,"비독: 파리의 황제",2020-09-17,5967810,1.1,5967810,100,5967810,766,766,100,766,171,249
2610,10,-4,OLD,20197922,"다만 악에서 구하소서",2020-08-05,4812270,0.9,-10221310,-68,38521466930,590,-1226,-67.5,4347059,108,148
2611,1,0,OLD,20193822,"뮬란",2020-09-17,241991280,38.2,-15357380,-6,499775940,26834,-4604,-14.6,58322,1412,4941
2612,2,0,OLD,20201122,"테넷",2020-08-26,231538910,36.6,74431510,47.4,13216300880,23861,6380,36.5,1438053,886,2379
2613,3,0,OLD,20193666,"오! 문희",2020-09-02,50792780,8,13442620,36,2101387040,5814,1161,25,261367,478,1121
2614,4,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,29698300,4.7,5784900,24.2,551016400,3227,376,13.2,62097,216,586
2615,5,5,OLD,20197922,"다만 악에서 구하소서",2020-08-05,9278580,1.5,4466310,92.8,38530745510,856,266,45.1,4347915,122,169
2616,6,1,OLD,20205001,"도망친 여자",2020-09-17,7467250,1.2,-908930,-10.9,17166430,838,-196,-19,2019,134,184
2617,7,2,OLD,20202103,"비독: 파리의 황제",2020-09-17,6250200,1,282390,4.7,12218010,742,-24,-3.1,1508,170,247
2618,8,-2,OLD,20202204,"더 렌탈 : 소리없는 감시자",2020-09-16,6427260,1,-1138710,-15.1,35687670,701,-360,-33.9,4743,168,229
2619,9,2,OLD,20175405,"뉴 뮤턴트",2020-09-10,5365140,0.8,1002980,23,523843890,587,59,11.2,59354,170,223
2620,10,2,OLD,20183813,"결백",2020-06-10,4000000,0.6,289000,7.8,7830304340,500,0,0,890253,4,4
2621,1,1,OLD,20201122,"테넷",2020-08-26,515611960,39.7,284073050,122.7,13731912840,53750,29889,125.3,1491803,1035,2912
2622,2,-1,OLD,20193822,"뮬란",2020-09-17,465235020,35.8,223243740,92.3,965010960,51263,24429,91,109585,1418,5384
2623,3,0,OLD,20193666,"오! 문희",2020-09-02,105418900,8.1,54626120,107.5,2206805940,11928,6114,105.2,273295,539,1320
2624,4,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,58374100,4.5,28675800,96.6,609390500,6357,3130,97,68454,227,679
2625,5,5,OLD,20183813,"결백",2020-06-10,15880000,1.2,11880000,297,7846184340,2000,1500,300,892253,14,14
2626,6,25,OLD,20199883,"오케이 마담",2020-08-12,8928500,0.7,8229000,1176.4,10972863000,1651,1576,2101.3,1227416,23,25
2627,7,0,NEW,20205386,"인디애니페스트2020 릴레이작가 초청전"," ",8220000,0.6,8220000,100,8766000,1370,1370,100,1461,4,10
2628,8,-3,OLD,20197922,"다만 악에서 구하소서",2020-08-05,12189070,0.9,2910490,31.4,38542934580,1360,504,58.9,4349275,133,174
2629,9,4,OLD,20205284,"매지컬: 공주를 웃겨라",2020-09-17,9801480,0.8,7266680,286.7,15992940,1214,897,283,1999,216,255
2630,10,-3,OLD,20202103,"비독: 파리의 황제",2020-09-17,10643480,0.8,4393280,70.3,22861490,1130,388,52.3,2638,180,247
2631,1,0,OLD,20201122,"테넷",2020-08-26,424020310,38.5,-91591650,-17.8,14155933150,44566,-9184,-17.1,1536369,1073,2919
2632,2,0,OLD,20193822,"뮬란",2020-09-17,382399490,34.8,-82835530,-17.8,1347410450,42448,-8815,-17.2,152033,1396,5120
2633,3,0,OLD,20193666,"오! 문희",2020-09-02,102625010,9.3,-2793890,-2.7,2309430950,11627,-301,-2.5,284922,540,1320
2634,4,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,51249900,4.7,-7124200,-12.2,660640400,5489,-868,-13.7,73943,231,661
2635,5,0,OLD,20183813,"결백",2020-06-10,13445000,1.2,-2435000,-15.3,7859629340,1772,-228,-11.4,894025,12,12
2636,6,5,OLD,20202281,"극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!",2020-08-20,11263540,1,1700260,17.8,982159240,1344,227,20.3,120580,107,138
2637,7,1,OLD,20197922,"다만 악에서 구하소서",2020-08-05,10679680,1,-1509390,-12.4,38553614260,1218,-142,-10.4,4350493,121,165
2638,8,-1,OLD,20205386,"인디애니페스트2020 릴레이작가 초청전"," ",6984000,0.6,-1236000,-15,15750000,1164,-206,-15,2625,4,8
2639,9,-3,OLD,20199883,"오케이 마담",2020-08-12,5942500,0.5,-2986000,-33.4,10978805500,1135,-516,-31.3,1228551,23,26
2640,10,-1,OLD,20205284,"매지컬: 공주를 웃겨라",2020-09-17,8966360,0.8,-835120,-8.5,24959300,1109,-105,-8.6,3108,220,252
2641,1,0,OLD,20201122,"테넷",2020-08-26,139809010,42.7,-284211300,-67,14295742160,15647,-28919,-64.9,1552016,989,2446
2642,2,0,OLD,20193822,"뮬란",2020-09-17,96974850,29.6,-285424640,-74.6,1444385300,11873,-30575,-72,163906,1237,3478
2643,3,0,OLD,20193666,"오! 문희",2020-09-02,29093230,8.9,-73531780,-71.7,2338524180,4180,-7447,-64,289102,484,1035
2644,4,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,15794400,4.8,-35455500,-69.2,676434800,1873,-3616,-65.9,75816,188,484
2645,5,0,NEW,20178401,"검객",2020-09-23,4851000,1.5,4851000,100,6615000,539,539,100,735,11,11
2646,6,6,OLD,20205001,"도망친 여자",2020-09-17,4274460,1.3,-4302420,-50.2,39720310,538,-425,-44.1,4622,123,167
2647,7,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,4070780,1.2,-6608900,-61.9,38557685040,505,-713,-58.5,4350998,110,144
2648,8,3,OLD,20202103,"비독: 파리의 황제",2020-09-17,3604800,1.1,-5640650,-61,35711740,471,-560,-54.3,4140,157,198
2649,9,4,OLD,20202204,"더 렌탈 : 소리없는 감시자",2020-09-16,3210500,1,-5043400,-61.1,55865780,394,-485,-55.2,6952,123,157
2650,10,4,OLD,20175405,"뉴 뮤턴트",2020-09-10,2167900,0.7,-5328650,-71.1,541678310,266,-564,-68,61369,117,144
2651,1,0,OLD,20201122,"테넷",2020-08-26,134419260,41.6,-5389750,-3.9,14430161420,14878,-769,-4.9,1566894,986,2406
2652,2,0,OLD,20193822,"뮬란",2020-09-17,86204400,26.7,-10770450,-11.1,1530589700,10521,-1352,-11.4,174427,1218,3269
2653,3,0,OLD,20193666,"오! 문희",2020-09-02,30833480,9.5,1740250,6,2369357660,4389,209,5,293491,489,1061
2654,4,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,14931100,4.6,-863300,-5.5,691365900,1827,-46,-2.5,77643,183,457
2655,5,0,NEW,20190621,"죽지않는 인간들의 밤",2020-09-29,5131000,1.6,5131000,100,7873000,571,571,100,877,6,10
2656,6,0,OLD,20205001,"도망친 여자",2020-09-17,4325380,1.3,50920,1.2,44045690,564,26,4.8,5186,124,162
2657,7,0,OLD,20197922,"다만 악에서 구하소서",2020-08-05,4352780,1.3,282000,6.9,38562037820,536,31,6.1,4351534,118,148
2658,8,0,OLD,20202103,"비독: 파리의 황제",2020-09-17,4040660,1.3,435860,12.1,39752400,519,48,10.2,4659,165,206
2659,9,5,OLD,20205386,"인디애니페스트2020 릴레이작가 초청전"," ",2304000,0.7,1158000,101,19200000,384,193,101,3200,1,3
2660,10,-1,OLD,20202204,"더 렌탈 : 소리없는 감시자",2020-09-16,3111500,1,-99000,-3.1,58977280,382,-12,-3,7334,122,160
2661,1,0,NEW,20190601,"디바",2020-09-23,122864260,24.2,122864260,100,125608260,15489,15489,100,15734,831,3088
2662,2,0,NEW,20178401,"검객",2020-09-23,106312600,20.9,106312600,100,112927600,13085,13085,100,13820,623,2056
2663,3,-2,OLD,20201122,"테넷",2020-08-26,111754960,22,-22664300,-16.9,14541916380,12970,-1908,-12.8,1579864,781,1903
2664,4,-2,OLD,20193822,"뮬란",2020-09-17,65863120,13,-20341280,-23.6,1596452820,7559,-2962,-28.2,181986,732,1910
2665,5,0,NEW,20202341,"아웃포스트",2020-09-23,32383930,6.4,32383930,100,32383930,4130,4130,100,4130,391,707
2666,6,-3,OLD,20193666,"오! 문희",2020-09-02,17426420,3.4,-13407060,-43.5,2386784080,2471,-1918,-43.7,295962,327,548
2667,7,0,NEW,20201968,"반교: 디텐션",2020-08-13,8000000,1.6,8000000,100,324596250,1600,1600,100,36064,11,11
2668,8,-4,OLD,20201687,"기기괴괴 성형수",2020-09-09,11381200,2.2,-3549900,-23.8,702747100,1363,-464,-25.4,79006,165,338
2669,9,-3,OLD,20205001,"도망친 여자",2020-09-17,3156980,0.6,-1168400,-27,47202670,394,-170,-30.1,5580,90,110
2670,10,0,NEW,20181162,"돌멩이",2020-10-15,2205000,0.4,2205000,100,2205000,245,245,100,245,5,5
2671,1,0,NEW,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,187023000,28,187023000,100,187023000,21585,21585,100,21585,205,1054
2672,2,-1,OLD,20190601,"디바",2020-09-23,108418660,16.2,-14445600,-11.8,234026920,13578,-1911,-12.3,29312,820,2946
2673,3,0,OLD,20201122,"테넷",2020-08-26,103332450,15.5,-8422510,-7.5,14645248830,11925,-1045,-8.1,1591789,741,1797
2674,4,-2,OLD,20178401,"검객",2020-09-23,92251770,13.8,-14060830,-13.2,205179370,11479,-1606,-12.3,25299,640,2053
2675,5,-1,OLD,20193822,"뮬란",2020-09-17,48476220,7.3,-17386900,-26.4,1644929040,5721,-1838,-24.3,187707,652,1623
2676,6,-1,OLD,20202341,"아웃포스트",2020-09-23,32035440,4.8,-348490,-1.1,64419370,4145,15,0.4,8275,417,744
2677,7,-1,OLD,20193666,"오! 문희",2020-09-02,23127530,3.5,5701110,32.7,2409911610,3304,833,33.7,299266,320,500
2678,8,0,NEW,20196271,"강철비2: 정상회담",2020-07-29,4736000,0.7,4736000,100,14641818110,2338,2338,100,1784208,9,12
2679,9,5,OLD,20197922,"다만 악에서 구하소서",2020-08-05,8907980,1.3,7445880,509.3,38572407900,1701,1522,850.3,4353414,39,50
2680,10,-2,OLD,20201687,"기기괴괴 성형수",2020-09-09,11403500,1.7,22300,0.2,714150600,1397,34,2.5,80403,167,339
2681,1,2,OLD,20201122,"테넷",2020-08-26,155005780,20.8,51673330,50,14800254610,16502,4577,38.4,1608291,783,1981
2682,2,0,OLD,20190601,"디바",2020-09-23,127866680,17.1,19448020,17.9,361893600,15324,1746,12.9,44636,830,2910
2683,3,1,OLD,20178401,"검객",2020-09-23,124445770,16.7,32194000,34.9,329625140,14254,2775,24.2,39553,727,2292
2684,4,-3,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,127510000,17.1,-59513000,-31.8,314533000,13419,-8166,-37.8,35004,200,1038
2685,5,0,OLD,20193822,"뮬란",2020-09-17,60712560,8.1,12236340,25.2,1705641600,6565,844,14.8,194272,640,1634
2686,6,0,OLD,20202341,"아웃포스트",2020-09-23,44404870,5.9,12369430,38.6,108824240,5224,1079,26,13499,454,816
2687,7,0,OLD,20193666,"오! 문희",2020-09-02,24857560,3.3,1730030,7.5,2434769170,3753,449,13.6,303019,351,549
2688,8,0,NEW,20190621,"죽지않는 인간들의 밤",2020-09-29,19551000,2.6,19551000,100,27424000,2009,2009,100,2886,41,41
2689,9,1,OLD,20201687,"기기괴괴 성형수",2020-09-09,13621100,1.8,2217600,19.4,727771700,1491,94,6.7,81894,160,356
2690,10,-2,OLD,20196271,"강철비2: 정상회담",2020-07-29,2801000,0.4,-1935000,-40.9,14644619110,1383,-955,-40.8,1785591,7,7
2691,1,0,OLD,20201122,"테넷",2020-08-26,362360370,24.7,207354590,133.8,15162614980,38603,22101,133.9,1646894,859,2367
2692,2,1,OLD,20178401,"검객",2020-09-23,298148100,20.3,173702330,139.6,627773240,33577,19323,135.6,73130,820,2815
2693,3,-1,OLD,20190601,"디바",2020-09-23,207825680,14.2,79959000,62.5,569719280,23710,8386,54.7,68346,811,3128
2694,4,0,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,203256500,13.9,75746500,59.4,517789500,22359,8940,66.6,57363,199,1059
2695,5,0,OLD,20193822,"뮬란",2020-09-17,124530800,8.5,63818240,105.1,1830172400,13568,7003,106.7,207840,686,1888
2696,6,0,OLD,20202341,"아웃포스트",2020-09-23,87542020,6,43137150,97.1,196366260,9944,4720,90.4,23443,454,974
2697,7,0,OLD,20193666,"오! 문희",2020-09-02,63229260,4.3,38371700,154.4,2497998430,7749,3996,106.5,310768,384,628
2698,8,4,OLD,20206178,"극장판 엉덩이 탐정: 텐텐마을의 수수께끼",2020-09-24,22909370,1.6,17205150,301.6,35855370,3084,2330,309,4874,155,314
2699,9,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,26771100,1.8,13150000,96.5,754542800,2897,1406,94.3,84791,182,430
2700,10,0,OLD,20196271,"강철비2: 정상회담",2020-07-29,5834000,0.4,3033000,108.3,14650453110,2877,1494,108,1788468,9,16
2701,1,0,OLD,20201122,"테넷",2020-08-26,337910690,25.1,-24449680,-6.7,15500525670,36456,-2147,-5.6,1683350,882,2380
2702,2,0,OLD,20178401,"검객",2020-09-23,311106190,23.2,12958090,4.3,938879430,35205,1628,4.8,108335,832,2867
2703,3,0,OLD,20190601,"디바",2020-09-23,175828760,13.1,-31996920,-15.4,745548040,19906,-3804,-16,88252,786,2967
2704,4,0,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,132850000,9.9,-70406500,-34.6,650639500,14880,-7479,-33.4,72243,196,1027
2705,5,0,OLD,20193822,"뮬란",2020-09-17,121131420,9,-3399380,-2.7,1951303820,13425,-143,-1.1,221265,674,1862
2706,6,0,OLD,20202341,"아웃포스트",2020-09-23,84488710,6.3,-3053310,-3.5,280854970,9627,-317,-3.2,33070,454,970
2707,7,0,OLD,20193666,"오! 문희",2020-09-02,65471910,4.9,2242650,3.5,2563470340,7980,231,3,318748,381,618
2708,8,0,OLD,20206178,"극장판 엉덩이 탐정: 텐텐마을의 수수께끼",2020-09-24,21280450,1.6,-1628920,-7.1,57135820,2865,-219,-7.1,7739,157,314
2709,9,0,OLD,20201687,"기기괴괴 성형수",2020-09-09,24966000,1.9,-1805100,-6.7,779508800,2685,-212,-7.3,87476,179,408
2710,10,0,OLD,20196271,"강철비2: 정상회담",2020-07-29,2801000,0.2,-3033000,-52,14653254110,1383,-1494,-51.9,1789851,7,7
2711,1,0,OLD,20201122,"테넷",2020-08-26,142305520,26.4,-195605170,-57.9,15642831190,16318,-20138,-55.2,1699668,848,2121
2712,2,0,OLD,20178401,"검객",2020-09-23,114870810,21.3,-196235380,-63.1,1053750240,14239,-20966,-59.6,122574,774,2537
2713,3,0,OLD,20190601,"디바",2020-09-23,61720790,11.5,-114107970,-64.9,807268830,7688,-12218,-61.4,95940,696,2146
2714,4,0,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,63079000,11.7,-69771000,-52.5,713718500,7390,-7490,-50.3,79633,183,777
2715,5,0,OLD,20193822,"뮬란",2020-09-17,39947260,7.4,-81184160,-67,1991251080,4836,-8589,-64,226101,585,1397
2716,6,0,OLD,20202341,"아웃포스트",2020-09-23,37179580,6.9,-47309130,-56,318034550,4690,-4937,-51.3,37760,446,916
2717,7,0,OLD,20193666,"오! 문희",2020-09-02,26963920,5,-38507990,-58.8,2590434260,3767,-4213,-52.8,322515,339,531
2718,8,1,OLD,20201687,"기기괴괴 성형수",2020-09-09,8702500,1.6,-16263500,-65.1,788211300,1033,-1652,-61.5,88509,143,286
2719,9,1,OLD,20196271,"강철비2: 정상회담",2020-07-29,2112000,0.4,-689000,-24.6,14655366110,946,-437,-31.6,1790797,6,6
2720,10,70,OLD,20207103,"블러드 킬",2020-09-28,4064500,0.8,3995500,5790.6,4233500,807,800,11428.6,823,50,51
2721,1,13,OLD,20184482,"국제수사",2020-09-29,566976530,28.4,564312530,21182.9,573144030,85855,85559,28905.1,86468,1000,4311
2722,2,0,NEW,20199816,"담보",2020-09-29,437255920,21.9,437255920,100,441998920,67610,67610,100,68137,967,3957
2723,3,0,NEW,20204008,"그린랜드",2020-09-29,167365020,8.4,167365020,100,169129020,25795,25795,100,25991,568,1812
2724,4,0,NEW,20190621,"죽지않는 인간들의 밤",2020-09-29,100290680,5,100290680,100,127714680,15086,15086,100,17972,559,1929
2725,5,0,NEW,20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,450235500,22.6,450235500,100,450725500,14785,14785,100,14834,102,251
2726,6,-5,OLD,20201122,"테넷",2020-08-26,99357830,5,-42947690,-30.2,15742189020,14379,-1939,-11.9,1714047,384,636
2727,7,-3,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,47607000,2.4,-15472000,-24.5,761325500,7326,-64,-0.9,86959,154,492
2728,8,-6,OLD,20178401,"검객",2020-09-23,46361280,2.3,-68509530,-59.6,1100111520,7024,-7215,-50.7,129598,438,715
2729,9,-6,OLD,20190601,"디바",2020-09-23,15622160,0.8,-46098630,-74.7,822890990,2353,-5335,-69.4,98293,350,456
2730,10,-3,OLD,20193666,"오! 문희",2020-09-02,11044860,0.6,-15919060,-59,2601479120,1869,-1898,-50.4,324384,114,127
2731,1,1,OLD,20199816,"담보",2020-09-29,848711840,27.6,411455920,94.1,1290710760,97712,30102,44.5,165849,1036,4532
2732,2,-1,OLD,20184482,"국제수사",2020-09-29,770095890,25.1,203119360,35.8,1343239920,89375,3520,4.1,175843,1074,4852
2733,3,0,OLD,20204008,"그린랜드",2020-09-29,328316870,10.7,160951850,96.2,497445890,38293,12498,48.5,64284,604,1935
2734,4,0,NEW,20206062,"극장판 포켓몬스터 뮤츠의 역습 EVOLUTION",2020-09-30,196985460,6.4,196985460,100,196985460,24584,24584,100,24584,591,972
2735,5,1,OLD,20201122,"테넷",2020-08-26,194238490,6.3,94880660,95.5,15936427510,21337,6958,48.4,1735384,384,631
2736,6,-2,OLD,20190621,"죽지않는 인간들의 밤",2020-09-29,157359830,5.1,57069150,56.9,285074510,18720,3634,24.1,36692,570,1939
2737,7,0,NEW,20206588,"극장판 미니특공대: 햄버거괴물의 습격",2020-09-30,67623710,2.2,67623710,100,70710710,8425,8425,100,8768,383,483
2738,8,-3,OLD,20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,251265000,8.2,-198970500,-44.2,701990500,8103,-6682,-45.2,22937,102,216
2739,9,-1,OLD,20178401,"검객",2020-09-23,62010610,2,15649330,33.8,1162122130,7226,202,2.9,136824,292,458
2740,10,-3,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,46476500,1.5,-1130500,-2.4,807802000,5119,-2207,-30.1,92078,147,462
2741,1,0,OLD,20199816,"담보",2020-09-29,1320185090,37.8,471473250,55.6,2610895850,146641,48929,50.1,312490,1117,4792
2742,2,0,OLD,20184482,"국제수사",2020-09-29,818608850,23.4,48512960,6.3,2161848770,91869,2494,2.8,267712,1074,4724
2743,3,0,OLD,20204008,"그린랜드",2020-09-29,392334920,11.2,64018050,19.5,889780810,44240,5947,15.5,108524,650,1999
2744,4,1,OLD,20201122,"테넷",2020-08-26,229318840,6.6,35080350,18.1,16165746350,24132,2795,13.1,1759516,464,801
2745,5,1,OLD,20190621,"죽지않는 인간들의 밤",2020-09-29,142387260,4.1,-14972570,-9.5,427461770,16540,-2180,-11.6,53232,551,1633
2746,6,-2,OLD,20206062,"극장판 포켓몬스터 뮤츠의 역습 EVOLUTION",2020-09-30,79228490,2.3,-117756970,-59.8,276213950,9738,-14846,-60.4,34322,540,875
2747,7,2,OLD,20178401,"검객",2020-09-23,85677260,2.5,23666650,38.2,1247799390,9556,2330,32.2,146380,370,559
2748,8,0,OLD,20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,254515000,7.3,3250000,1.3,956505500,8300,197,2.4,31237,102,225
2749,9,-2,OLD,20206588,"극장판 미니특공대: 햄버거괴물의 습격",2020-09-30,39831720,1.1,-27791990,-41.1,110542430,4892,-3533,-41.9,13660,389,486
2750,10,0,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,28958500,0.8,-17518000,-37.7,836760500,3094,-2025,-39.6,95172,139,420
2751,1,0,OLD,20199816,"담보",2020-09-29,1570023980,40.7,249838890,18.9,4180919830,177390,30749,21,489880,1270,5277
2752,2,0,OLD,20184482,"국제수사",2020-09-29,689756340,17.9,-128852510,-15.7,2851605110,78645,-13224,-14.4,346357,1041,4296
2753,3,0,OLD,20204008,"그린랜드",2020-09-29,460478020,11.9,68143100,17.4,1350258830,51934,7694,17.4,160458,743,2170
2754,4,0,OLD,20201122,"테넷",2020-08-26,255173480,6.6,25854640,11.3,16420919830,26784,2652,11,1786300,546,955
2755,5,0,OLD,20190621,"죽지않는 인간들의 밤",2020-09-29,123281590,3.2,-19105670,-13.4,550743360,14522,-2018,-12.2,67754,551,1450
2756,6,0,OLD,20206062,"극장판 포켓몬스터 뮤츠의 역습 EVOLUTION",2020-09-30,103909890,2.7,24681400,31.2,380123840,12925,3187,32.7,47247,554,899
2757,7,1,OLD,20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,341415500,8.8,86900500,34.1,1297921000,10897,2597,31.3,42134,103,231
2758,8,-1,OLD,20178401,"검객",2020-09-23,96027030,2.5,10349770,12.1,1343826420,10788,1232,12.9,157168,431,651
2759,9,0,OLD,20206588,"극장판 미니특공대: 햄버거괴물의 습격",2020-09-30,64772560,1.7,24940840,62.6,175314990,7972,3080,63,21632,414,535
2760,10,0,OLD,20204684,"브레이크 더 사일런스: 더 무비",2020-09-24,36737000,1,7778500,26.9,873497500,4001,907,29.3,99173,141,388
2761,1,0,OLD,20199816,"담보",2020-09-29,1608383480,44.2,38359500,2.4,5789303310,183315,5925,3.3,673195,1342,5680
2762,2,0,OLD,20184482,"국제수사",2020-09-29,536807460,14.8,-152948880,-22.2,3388412570,61204,-17441,-22.2,407561,948,3838
2763,3,0,OLD,20204008,"그린랜드",2020-09-29,416818230,11.5,-43659790,-9.5,1767077060,46936,-4998,-9.6,207394,779,2315
2764,4,0,OLD,20201122,"테넷",2020-08-26,236812980,6.5,-18360500,-7.2,16657732810,24693,-2091,-7.8,1810993,573,1054
2765,5,0,OLD,20190621,"죽지않는 인간들의 밤",2020-09-29,97829040,2.7,-25452550,-20.6,648572400,11478,-3044,-21,79232,521,1262
2766,6,0,OLD,20206062,"극장판 포켓몬스터 뮤츠의 역습 EVOLUTION",2020-09-30,89320500,2.5,-14589390,-14,469444340,11174,-1751,-13.5,58421,533,845
2767,7,0,OLD,20206826,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,319786500,8.8,-21629000,-6.3,1617707500,10107,-790,-7.2,52241,104,229
2768,8,0,OLD,20178401,"검객",2020-09-23,89809260,2.5,-6217770,-6.5,1433635680,10092,-696,-6.5,167260,454,716
2769,9,0,OLD,20206588,"극장판 미니특공대: 햄버거괴물의 습격",2020-09-30,62082930,1.7,-2689630,-4.2,237397920,7659,-313,-3.9,29291,413,541
2770,10,2,OLD,20208045,"강철비2 : 정상회담 확장판",2020-09-30,26125000,0.7,17260000,194.7,55799000,5102,3069,151,11791,126,238
2771,1,0,OLD,20199816,"담보",2020-09-29,1303925290,47.2,-304458190,-18.9,7093228600,148264,-35051,-19.1,821459,1332,5502
